nome;vendedor;Avaliação;reviews;preco_antigo;preco_atual
Notebook Hp Elitebook 830 G7 Core I5 10°ger 16gb 256gb Ssd Prateado;;5.0;3;;2.579
Notebook Sony Vaio Pcg7k1l Excelente Estado Conforme Fotos !;;;;;499.0
Notebook - Asus Vivobook X453m - Defeito Prateado;;;;;219.0
Notebook 15.6'' X515ja-ej1792w 256 Gb 8 Gb Ram Core I5 Asus Cor Cinza;;4.7;309;;3.61
Notebook Dell Latitude 5480 Core I5 - 7ºger 8gb - 500gb Cor Preto - Excelente (Recondicionado);;;;;2.644
Notebook Dell Precision 7550 I7 de 32 GB de RAM SSD DIMM prateado - Excelente (Recondicionado);;;;4.999;4.649
"MacBook Pro A1502 13.3"" 256GB SSD - Apple Core i5 - Bom (Recondicionado)";;;;2.175;2.066
Notebook Acer Aspire 5 A515-54 I5 10210u 8gb Nvme 256 Ssd;;;;;2.299
Notebook Dell Latitude 3540 (FM4RY) 16gb 256ssd Fhd preto Intel Core i7 (Novo com caixa aberta);;;;;5.25
Dell Latitude 3400 I5-8265u 8gb Ram 256gb Ssd Preto Preto;;;;;1.42
Notebook Dell Intel Core I5 8250 8gb 240gb Ssd - Windows 11;;3.7;3;;2.599
Notebook Gamer Dell G15-i1300-u25p 15.6 Fhd 13ª i5 8GB 512 SSD RTX 3050 Linux;Dell;5.0;6;;6.249
Notebook Xps 13 9310 Core I7 11857g7 -para Retirada De Peças;;;;;1.4
"Notebook ASUS Vivobook 15 X1500EA Intel Pentium Gold 7505 4Gb Ram 128Gb Ssd Windows 11 Home + Microsoft 365 Personal por 1 Ano Tela 15,6"" FHD Indie Black - EJ4242WS";;4.5;62;2.49;2.34
Notebook Gamer Rog Strix G16 G614ju Rtx4050 Intel Core I7 13650hx 16gb Ram 512gb Ssd Windows 11 Tela 16,00 Fhd 165hz Eclipse Gray - N3380w;;5.0;20;11.897;10.999
Notebook Hp 14-dq0052dx Celeron N4120 4/64gb - 14;;4.0;3;;2.099
Super Netbook 10 Polegadas Bateria 5 Horas Cor Branco - Bom (Recondicionado);;;;;699.0
Notebooks Dell G15 5530 Em Perfeito Estado;;;;;4.2
Notebook Hp 250 G8 I5-1035 G1 8GB 256GB SSD W10p Cor Cinza-escuro;;5.0;2;;3.804
Notebook Hp 250r G9 Intel I5-1335u 8gb Ssd 256gb W11 Pro Cinza-escuro;2Eletro;5.0;3;3.61;3.099
Notebook Hp 250r G9 Intel I5-1335u 8gb Ssd 256gb W11 Pro Cinza-escuro;2Eletro;5.0;3;3.61;3.099
Notebook Lenovo B490 I5 8gb 240gb Ssd Win 10 Home;;;;;1.0
Macbook Pro -  Com Defeito - 15.4  I7 4gb 320gb Com Defeito Prateado;;;;;950.0
Notebook Dell Latitude 7480 I5-6360 8gb Ram Ssd 256gb;;;;;1.499
Notebook Dell Latitude 5300 Core I5 8ªg 8gb 256gb Cartão Sim (Recondicionado);;;;;1.756
Notebook Dell 7410 Core I7 10°ger 8gb Ssd 256gb Semi Novo Cinza (Recondicionado);;;;;2.698
Dell Xps 13 9300 I7 16gb Ssd 1tb Tela Touch Qhd - Novissimo Prateado;;;;;4.6
Notebook Core 2 Duo 4gb Ssd 120gb Com Garantia E Nota Fiscal N/a;;;;;699.0
Notebook Dell Inspiron 3421 14 - Defeito - C2 Cinza;;;;;319.0
Notebook Hp Probook 440 G1 Preto;;;;;657.0
Notebook Sti Na 1401 Retirada De Peças Leia Anúncio Defeito;;;;;159.0
Notebook Lenovo Thinkpad T14 Core I5-1145g7 16gb Nvme 256gb Preto;;;;;2.099
Notebook Lenovo S145 Core I5 8th 8gb Ssd 256gb Win11 Cor Platinum Gray;;4.9;45;;2.913
Notebook Lenovo Workstation P50 Intel Xeon 16gb Ssd 240gb;;;;2.49;1.992
Notebook Netbook Samsung N150plus;;;;;399.0
Notebook Militar Dell Rugged I5 Touch 512gb Ñ Toughbook Preto;;;;;3.199
Notebook Lenovo Thinkpad Lenovo E14 I5-10210u 8gb/ 256gb Ssd;;;;;2.2
Lenovo Ideapad 3 - Ryzen 5;;;;2.499;2.149
Notebook Hp Zbook Firefly 14 G7 I7-10510u Prateado;;;;;2.8
Notebook Lenovo Ideapad Slim 3 Intel Core I7 16gb 512gb W11;Lenovo;5.0;2;;4.699
Notebook para jogos Asus Zephyrus G14 Amd Ryzen 9 Rtx 4060 Platinum White;;5.0;1;;12.499
Ultrabook Notebook Dell Xps 9300 13 I7 16gb 1tb Perf Gar Loj Prata;;;;;5.444
Notebook Dell Inspiron 15 I15-5558-bb10 Intel I3 5°ger 16gb;;;;;1.2
Notebook Dell Latitude 5280 I5-7a 8gb Ram Nvme 128gb Rápido Preto (Recondicionado);;;;1.5;1.185
Net Book Lg X140 Hd 500gb, Memoria 2gb Branco, Bateria Bad Branco;;;;;380.0
Notebook Acer Aspire 5 Ryzen 7 Radeon 512gb 8gb Linux +ubook;Mobcom;4.9;30;6.499;2.999
Notebook Microboard Ei5x Tela Sem Teste E Defeito No Cabo Preto;;;;;80.0
Notebook Lenovo B490, Intel Core I3 2348m, 04gb, Hd 500gb;;;;;963.0
Notebook Dell Latitude 5400 I7-8665u 16gb Nvme 256gb Cor Cinza;;5.0;2;;2.999
Notebook Core I5 Dell Latitude 16gb Ram 256gb Ssd M2;;4.3;12;;2.299
Notebook Dell Latitude E5440 I5 G-4210u Ddr3 8g Hd 240gb;Mercado Notebook;;;;849.0
Notebook Hp Pavillion Dv3500 Com Defeito Marrom;;;;;130.0
Notebook Galaxy Book4 Business I5 16gb 512gb Np754xgj-kg3br;Miranda;5.0;1;;5.487
Notebook Sony Vaio Pcg7k1l !;;;;;499.0
Notebook Acer Aspire 5 A515-57-51w5 15.6  I5 256gb Cinza Aco;;;;3.599;2.897
Notebook Asus Zenbook S16 Um5606wa 24gb Ddr5 1tb Ssd Touch;;;;;11.658
Portátil Asus Intel Core i5-8250U 4 GB de RAM 256 GB Sólido (Novo com caixa aberta);;;;;5.499
Notebook Ideapad 320 + Teclado E Mouse + Hub Usb  4 Portas;;;;;1.499
Notebook Lenovo G 475 Para Conserto Ou Retirar Peças Veja!!! Preto;;;;;309.0
Notebook Hp 745 G3 - Amd Pro A10 8gb 240ssd - Windows 10;;;;;1.119
Notebook Dell Inspiron 5457 Core I7 8gb Ssd 240 Geforce 4gb Cinza;;;;;1.399
Notebook Lenovo X201 I5-m520 / 4gb / Hd 500gb/ Tela 12,1;;;;;700.0
Notebook Gamer Hp Victus 15-fb3093dx Ryzen7 Rtx 4050 6gb Mica Silver;;;;;6.937
Acer Chromebook C733-c6m8 Intel N4000 4gb 11.6 Chrome Os;;4.3;9;;2.099
Notebook Dell Latitude 3420 Core I7 11th 16gb 256gb Nvme Cor Preto;;4.5;30;;5.488
Notebook Dell Inspiron I14-i150u-m70m 14  Fhd+ Intel® Core  Prata Gelo;Dell;;;5.949;5.469
Macbook Pro 15 2015 Intel I7 Quadcore 16gb Ram Tela Retina Prateado (Recondicionado);;;;;2.89
Notebook Dell Latitude E5450 I5 Preto;;;;;1.2
Macbook Pro 15 2015 Intel I7 Quadcore 16gb Ram Tela Retina Prateado (Recondicionado);;;;;2.89
Notebook Dell Latitude E5450 I5 Preto;;;;;1.2
Notebook Megaware Meganote Kripton K Series Estragado;;;;;180.0
Notebook Msi ( Defeito ) Preto;;;;;129.0
Dell Latitude 3450 I5-1335u 16gb 512gb Ssd Cinza Win 11 Pro Cinza;;;;;5.558
Notebook Lenovo Ideapad 310 Core I7 6°g 8gb Ssd 240gb Prateado;;;;;1.25
Bolsa De Ombro Protetora Para Laptop De 360°;;5.0;4;;149.0
Notebook Dell Latitude 3420 I7 16gb Preto;;;;;2.3
Notebook Lenovo, T460, 14, Core I5-6300u, 8gb, Ssd-256gb Preto (Recondicionado);;;;;1.5
Notebook Lenovo Ideapad 1i, Intel Core I7-1255u 12° Geração;TCN;;;5.908;4.049
Notebook Dell Latitude 5400 I7-8665u 16gb 256gb Nvme Preto;;;;;2.299
Notebook Asus X515 N4500 8gb Ram Ddr4 256gb Nvme Windows 11;;5.0;1;3.299;2.837
Laptop Lenovo X1 Carbon Core I7 16gb Ram 500gb Ssd 14`` Dimm Black Color - Aceitável (Recondicionado);;;;;2.899
Notebook Compaq Nx6325   Hp Venda De Peças Preto;;;;;89.0
Notebook Acer Aspire 4736z Com Defeito;;;;;833.0
Notebook Dell Gamer - Core I7 11th 16 Gb Ddr4 1tb M2 Full Hd;Tech Forte;;;4.199;3.611
Notebook Dell Vostro 1000 Venda De Peças Perguntar Antes  Preto;;;;;122.0
Notebook Lenovo Ultrafino Ideapad 3i I3-1215u 8gb 256gb Ssd  Cloudgrey;Login;5.0;6;3.299;2.849
Notebook Dell 1564 Intel Core I3,4gb,500gb,conservado Preto;;;;;900.0
Thinkpad X1 Yoga G6 I7-11° 16gb Ram 480gb Ssd Touch 4k Pen Cinza;;;;;4.299
Notebook Lenovo Core I5 8gb 128gb Ssd Windows 11 Branco;;;;;1.65
Notebook Acer Ryzen 7 Octa-cor 16gb Nvme 256gb 15.6' Full Hd;Facini Informatica;5.0;2;;3.999
Notebook Dell Core I5 8a Ger 8gb Ram 128gb Ssd Tela 14 Win11 Preto (Recondicionado);;;;;1.69
Macbook Pro 15 Retina I7 - 8g 1tb Ssd - Lindo - Frete Grátis Prateado;;;;;2.449
Notebook Gateway Hd Ssd Ne56r16b Usado;;;;;739.0
Dell Latitude E6520 I5-2th 8gb Ram 240gb Ssd Detalhe;;;;1.899;949.0
Ventilador De Resfriamento Compatível Para Computador;;;;28.0;27.0
Notebook Lg 15u340 Branco Branco;;;;;799.0
Notebook I5 8350u Ssd 240 Gb 8gb Ddr4 Usb C Hdmi Lan T480;;5.0;2;1.894;1.704
Notebook Dell Latitude 3550 Full HD Intel Core i5-1335U de 16 GB 512 ssd Windows 11 Pro de 15,6 polegadas, cor cinza;;;;;7.1
Notebook Gamer Grasep 15,6'' Intel N95, Gtx 1060, 8gb Ram Graffit;;;;3.444;2.961
Notebook Gamer Acer Nitro 5 I5-11400h 8gb Gtx 1650 Ssd 1tb Cor Preto (Novo com caixa aberta);;;;;5.799
Notebook Cent Turion Microboard T12ug Com Defeito Leia*;;;;;299.0
Notebook Dell Core I5-10210u 16gb Ram 256gb Ssd Tela 14 Fhd;;5.0;1;;2.59
Notebook Hp Probook 640 G2 - I5 - Ssd 128gb - 14 Cor Cinza-escuro - Aceitável (Recondicionado);Saldao da informatica;;;;1.735
Notebook Lenovo Ideapad I7 3a Ger Geforce Gt635m 2gb Prateado;;;;;460.0
Notebook Asus Vivobook Amd Ryzen 5 7520u 8gb 256ssd Fhd Mixed Black;Asus;4.8;4;;2.699
Dell Latitude 5410 Core I5 10th 16gb Ssd 256gb W11 Touch Fhd;;5.0;4;3.899;2.885
Lote Com 10 Notebook I3 Hp Probook Marrom;;;;;4.99
Notebook Asus Vivobook 15,6 Fhd I5 13a 20gb 1tb Nvme Win 11;;5.0;4;4.539;3.903
Notebook Dell Inspiron 3442;;;;;1.45
Notebook Dell Vostro 14z 5480 Intel Core I7 5 Geração  Platinum Silver;;;;;1.95
Notebook Lenovo Thinkbook 14 Intel Core i5 16gb 512gb W11pro;Lenovo;5.0;7;;5.939
Notebook Gamer Legion Slim 5 Intel Core i5 16gb 512gb Rtx 3050 W11 Home - Excelente (Recondicionado);;;;;5.65
Notebook Lenovo Thinkpad T14 I5 10ger 16gb 500gb Ssd Win11;SLA Informatica;;;;3.199
Notebook Acer Aspire 5 Core I5 11a Geração 8 Ram 256gb Ssd Prateado;;;;;2.7
Notebook Dell Latitude 7430 (Novo com caixa aberta);;;;;6.5
Macbook Pro M1 Pro ''16'' 16gb Ram 512gb Ssd Cinza;;;;;8.599
Notebook Dell Core I5 11a Geração Latitude 3420 16gb Memória;;;;;2.999
Notebook Hp 250 G7 I5 8gb Ram 256 Ssd Nvme W11 Wifi 5g;;;;;2.099
Notebook Aorus 15 preto 16GB de Ram - 1TB SSD - Intel Core i7;;;;11.589;11.009
Notebook Dell Latitude E6320 Proc I5-2520m Ssd 240gb Mem 8gb;;;;;1.299
Notebook Dell Inspiron 1545-core2duot6600-4gb-tela15.6-otimo;;;;;699.0
Notebook Dell Inspiron 1545 Estragado (para Peças);;;;;160.0
Notebook Asus X515ka Celeron N4500 4gb 128gb Ssd 15.6 Cinza;Mm Santos;;;;2.099
Notebook Gamer Nitro V15 Anv15-51-57ws I5 Lx 8gb 512gb Ssd Preto;Acer Brasil;4.8;364;5.299;4.649
Notebook Vaio Pro Px Intel Core I5-1235u 8gb Ssd 256gb 14  (Recondicionado);;5.0;1;;1.749
Notebook Asus Celeron A4 C423n - Intel Windows Cinza;;;;;449.0
Ultrabook Ook Lenovo Thinkpad T440s Cinza (Recondicionado);;;;;1.199
Notebook Dell Latitude 5310 I7 10th 16gb 512gb Full Hd Touch;TECHZ INFORMATICA;;;;2.599
Notebook Lenovo Ideapad 1i Celeron N4020 128gb 4gb W11 15,6';123 Comprou;4.3;6;2.915;2.623
Notebook Lgx11 X110 Com Defeito Retirada De Peças ! Preto;;;;;99.0
Notebook Positivo Stilo One Xc3550 Ssd 240gb 4gb W10 Rápido;;;;757.0;719.0
Notebook Hp I3 - 8gb Ram - Ssd 240gb - Windows 10 Oferta Preto (Recondicionado);;;;1.099;989.0
Compro Seu Macbook Air Pró Ou Mini Com Ou Sem Defeito Leia;;;;;199.0
Notebook Concórdia C5215 I7-1255u 32gb Ssd 1tb 15,6 W11h Preto;Concordia Informatica;;;;7.476
Notebook Hp G42 - Core I5 - 6gb Ram (ler Descrição);;;;;880.0
Notebook Lenovo Core I7 16gb 256gb Ssd Win11 Pro Wifi Hdmi Cor Preto;;4.5;4;;3.999
MacBook Air M2 2022 13,6, M2,8 GB, 256 GB, GPU de 8 núcleos Midnight Color Midnight;;4.9;409;;7.699
Microsoft Surface Book 2 13  Touch I5 8gb Ssd 256gb S/ Tela Prateado;;;;;1.5
Notebook Positivo Stilo Xr3520 - Sucata/aproveitamento Peças Prateado;;;;;139.0
Notebook Dell Latitude E7440 Core I5 4310u 8gb Ssd 120gb;;;;;1.2
Notebook Dell Latitude 3400 Core I5 16gb 240gb Ssd;;;;;1.75
Chromebook Intel Celeron N4500 Tela 11,6 - Acer;;;;;1.79
Macbook Pro 14 M1 Pro Impec 2021 16gb 512 Ssd Nota Eua Caixa Cinza;;;;;6.99
Notebook Dell Latitude 7450 Intel Ultra 7 165u 32gb 1tb Ssd;;;;;9.9
Notebook Dell Latitude 5430 Core I5 12 Ger 32gb Ssd 256gb Prata;;;;;3.199
Notebook Hp Pavilion Dv4 (funcionando) Branco;;;;;600.0
Notebook Dell Latitude 5480 I5 7th 8gb Ssd 256gb Usada Preto;;;;;5.999
Lenovo Thinkpad P16 Core Ultra 7 16gb Rtx 500 512gb W11 Pro;Lenovo;;;;11.999
Notebook Cce Win Xbp 332 Peças E Partes Perguntar  Cinza;;;;;69.0
Dell Latitude 3450 i5-1335U SSD de 256 GB Ddr5 Hd Win11 Pro Cinza;;;;;5.458
Notebook Dell Latitude E6520 15.6  Intel Core I7 2.5ghz 8gb;;;;;1.2
Notebook Thinkpad T430 14  8gb Ssd 240gb;;;;;1.999
Notebook Dell Alienware Am16R2 Cultra9 Rtx 4070 32 GB 1 TB Ssd, cor preta;;;;;16.37
Notebook Gamer Legion 5i I7 32gb 512gb Ssd Rtx 3060 6gb W11 Cor Storm grey/Black;;5.0;2;9.99;9.39
Notebook Dell Latitude 2 Em 1 Intel Core I7/ 16gb / 256gb Prateado;;;;;3.999
Notebook Acer 4553 C/defeito;;;;;199.0
Notebook Dell Xps 13 Intel Core Ultra 7 16gb 1tb Ssd Win11 Prata;Dell;5.0;1;15.199;13.999
Macbook Air M4 Chip 16gb 256ssd 2025 Midnight C/ Nota Fiscal Preto;;;;;7.989
Notebook Dell Latitude 7480 8gb/256gb Ssd Core I5 7300u;;;;;1.65
Notebook Hp Pavilion Dv5 1220 Carcaça Tecla Tela Peça Sucata Prateado;;;;;299.0
Sucata Notebook Dell Inspiron 1525 No Estado Leia Descrição Prateado;;;;;180.0
"Notebook Lenovo Thinkpad E480 I5 8 Gb Ram 256 Gb SSD 14"" Dimm Preto";;;;;2.989
Sucata De Notebook Positivo Para Usar Peças Leia A Descrição Preto;;;;;220.0
Notebook Lenovo Thinkpad E14 Intel Ultra 7 16gb 512gb W11pro;Lenovo;;;;7.919
Notebook Asus X515 N4500 16gb Ram Ddr4 512gb Nvme Windows 11;;;;3.299;2.837
Notebook Lenovo Thinkpad E14 Intel Ultra 7 16gb 512gb W11pro;Lenovo;;;;7.919
Sucata C/ Defeito Notebook Megaware Kk Série Leia Descrição Cinza;;;;;390.0
Apple Macbook Pro A1502 I5 8/250gb Semi Novo Cinza;;;;;2.399
Notebook Dell E5430 Core I5-3230m 4gb Ddr3 Hd 500gb Hdmi;;;;;1.049
Notebook Dell L 5300 Core I5 8ag 8gb 256gb Touch + Brinde Preto (Recondicionado);;;;;1.629
Notebook Lenovo Ideapad 3i I3-10110u 8gb Ram 256gb Ssd;TECHZ INFORMATICA;5.0;1;;2.1
Notebook Dell Lat 7320, 13.3'', Core I5 11th, 16gb, Ssd256gb (Recondicionado);OTH Produtos;;;;2.59
Notebook Dell Latitude 5410 I5 10th 16gb 240gb Ssd 14 Cor Cinza - Excelente (Recondicionado);;;;;2.4
Notebook Dell Inspiron 7460 Core I7-7500 Dourado (Recondicionado);;;;;1.599
Notebook Lenovo Thinkbook 14 Intel Core i5 16gb 256gb Windows 11 PRO;Lenovo;5.0;1;;5.669
Notebook Dell Latitude E6430 I5 16gb Hd 240 Ssd Bat. Nova;;5.0;2;1.55;1.472
Positivo Notebook 2 Em 1 Positivo Duo C4128b-3 Intel Celeron;Positivo;4.7;92;1.799;1.547
Notebook Asus E410ma-bv1871x Celeron 4gb 128gb Ssd 14'' W11 Cor Preto;;4.5;205;;2.898
"Acer Chromebook 315 15.6"" SSD 4GB RAM 64GB Vídeo 4GB.";;;;;4.498
Lenovo Ideapad Gaming 3 Core I7 16gb 512gb Nvidia Gtx 1650;TECHZ INFORMATICA;;;;3.999
Notebook Hp Probook 640-g2 Core I5/8gb/ssd120 Com Win 11 Preto E Prata;;;;;845.0
Notebook Vostro 3468 14  Preto 8gb De Ram  Intel Core I5;;;;;1.5
Notebook Dell Pp37v - Vostro A860 - Com Carregador - Leia Preto;;;;;120.0
Notebook Dell Latitude 5420 I7-1185g7 16gb Ssd 256gb W11 Pro Cinza;;;;3.1;2.79
Notebook Lenovo T470, Tela 14, I5, 8gb, Ssd256gb, Win 11 Pro (Recondicionado);OTH Produtos;;;;1.79
Notebook Dell Inspiron I5 N5010 (usado)(bateria Não Carrega);;;;;1.199
Notebook Positivo Motion Q464b Plus 4 Giga;;;;;480.0
Macbook Air A1465 4gb Ram 128gb Ssd Prata Usado Impecavel Prateado;;;;;1.5
"MacBook Pro MacBook Pro 16, notebook preto de 16,2"", 24 GB de RAM - SSD de 512 GB - Apple M4";;5.0;1;;20.084
Notebook Gamer Acer Nitro V Ci5 15.6 Rtx3050 512gb 8gb Linux Preto;Mobcom;;;6.657;4.519
Notebook Hp  Probook Defeito Nao Liga Corei5 Cinza;;;;;278.0
Notebook Hp 256r G9 Ci3 Uhd Graphics 256gb 8gb + Mochila Hp;HP;4.8;4;4.754;2.754
Notebook Rv420 Sucata Defeito Leia;;;;;179.0
Notebook Dell, Lat 5400, 14'', Core I5, 8gb, Ssd-256gb;OTH Produtos;5.0;4;;1.99
Dell Latitude E5510 15.6  4gb Ram 500gb Retirada De Peça;;;;;499.0
Notebook Acer Nitro 5 An515-58-58w3 - I5 - Rtx 3050 Vitrine;;;;;4.799
Notebook Dell Latitude 5490 Core I5 8350u 16gb 256gb Ssd;;5.0;3;2.098;1.993
Notebook Dell Inspiron 3421, Core I3, 8gb Mem, 256ssd Win 10 Preto (Recondicionado);;;;;1.269
Notebook Dell Inspiron N4030-corei3-4gb-hd500-tela14-otimo;;;;;899.0
Notebook Lenovo Ideappad 1 15amn7 82x5s00100 Ryzen 5 7520u;;;;;1.5
Notebook Hp Pavilion Dv5-1130ep Venda De Peças  Prateado;;;;;69.0
Notebook Lenovo T490 Core I5-8365u 1.6ghz 16gb Ssd 512gb 14;;;;;1.999
Notebook Acer A514-54-385s I3 4gb 256gb Ssd 14'' W11;Mercado Livre;4.8;530;;3.96
Notebook Dell Latitude 3420 Core I7 11th 64gb Ram 1tb Ssd Cor Grafite - Excelente (Recondicionado);;;;;5.834
Notebook Galaxy Book S 13.3  Tela Touch I5 8gb Ssd 256gb Cinza;;;;;2.999
Netbook Megawate Intel Atom N 450;;;;;290.0
Notebook Dell Hp Positivo Antigo Peças Partes Só Perguntar Preto;;;;;69.0
Notebook Acer Aspire 5733 Core I3 (leia A Descrição);;;;;99.0
Notebook Asus X200m, Touch, N2830 2gb De Memória Hd 250gb;;;;;689.0
Notebook Lenovo E14 Core I7 16gb Ram 256gb Ssd Tela 14 Win11;;;;;2.49
Notebook Asus Vivobook 16 Intel Core I7 1355u 8gb 512ssd Ips Cool Silver;Asus;;;4.199;3.659
Notebook Dell I7 8gb Ram 250gb Ssd Placa De Vídeo Amd 2gb Prateado Com Preto;;;;;1.599
Notebook Dell Vostro 1520, T4500, Core Duo, Olhar Descrição;;;;;441.0
Notebook Dell I7 8gb Ram 250gb Ssd Placa De Vídeo Amd 2gb Prateado Com Preto;;;;;1.599
Notebook Lenovo LOQ-e 15iax9e Intel Core i5-12450hx 16gb 512gb Ssd Rtx 3050 Windows 11 15.6 - 83me0007br Luna Grey (Novo com caixa aberta);;;;;5.999
Notebook Hp Touchsmart Tm2-1070 Peças Carcaça Tela Teclado Preto;;;;;250.0
Notebook Gamer Acer An515-45-r91a R5 8gb 512gb Ssd 15.6 W11 - Excelente (Recondicionado);;;;;3.999
Notebook Lenovo Core I5 16gb 256gb Ssd Windows 11 Rápido;;;;;1.99
Notebook Dell Inspiron I14-i150u-p50;;;;;4.999
Notebook Acer Intel Core I5 - 10° Geração 8gb Memória Ram Prateado;;;;;1.93
Notebook Dell  3420 Core I7 11ag 32gb - 512gb  Nvidia Mx450;;;;;5.516
Notebook Asus X515 N4500 32gb Ram Ddr4 1tb Nvme Windows 11;;5.0;1;4.355;3.832
Sucata* Notebook Hp Pavillion Dv2-1110br;;;;;112.0
Notebook Acteon Ack-52c Ligando Com Defeito Leia Preto;;;;;199.0
Macbook Black Edition 2007 Preto;;;;;279.0
Notebook Samsung Rv411 Usado Ligando! Ler Descrição! Prateado;;;;;299.0
Notebook Asus Expertbook Intel Core 7 150u 32gb 512ssd W11 Star Black;Asus;;;;14.999
Notebook Acer Aspire5/ I7 10 Ger./20gb/ssd256gb+1tbhd Prateado;;;;;2.899
Notebook Dell Inspiron X1p-64-100-a20;;;;;6.776
Notebook Lenovo B320 14 Pol. Core I5 7th 8gb Ssd256gb Win11 Preto;;;;;1.399
Notebook Thinkpad T14 Gen2 I5 11a / 16gb / 256 Ssd / Iris Xe;;;;;2.699
Apple Notebook Powerpc G4 512mb 80gb Macos 10.5;;;;;500.0
Notebook Dell Inspiron X1p-64-100-p20;;;;;6.996
Apple Macbook Pro A2338 Chip M1 16gb 1tb Ssd Tela 13 Cinza;;5.0;1;;6.2
Notebook Lenovo Thinkpad L460 Estragado (para Peças);;;;;260.0
Notebook Acer Core I7 12agen 32gb Nvme 1tb 15.6' Full Hd Cor Preto;Facini Informatica;4.9;9;6.076;5.772
Notebook Lenovo Thinkpad T490 I5 8a Geração 16gb Ssd 240gb;;5.0;1;1.992;1.893
Apple MacBook Air 13.6 M2 8 núcleos 512gb Ssd 8gb Midnight;;5.0;1;;7.599
Notebook Dell Latitude 3420 Core I5 11ger 8gb 512ssd - Novo;SLA Informatica;4.9;7;;3.599
Notebook Lenovo Thinkpad T14 I5-11th 32gb Ram 512ssd W11p Preto;;4.0;1;;4.99
Dell Inspiron N4050 I3 8gb 128gb Ssd Windows 10 Pro;;;;;750.0
Notebook Dell Latitude 5420 Core I7-1185g7 11th 16gb 256gb Cinza;;;;3.1;2.79
Notebook Dell Vostro 3400 Core I5 11ger 16gb 240ssd Win11;SLA Informatica;;;;3.199
Notebook Positivo Stilo Intel 4gb Hd 500gb Wi-fi;;;;;850.0
Notebook Dell Latitude 3440 I5 13th 16gb Ssd Nvme 256gb Cor Cinza;;4.4;11;;4.764
Lenovo L14 Thinkpad L14 Preto;;;;;3.7
Notebook Positivo Master N4340 Intel® Core I5-10210u Windows 11 Home 8gb Ram 256gb Ssd 14 Hd - Preto (Novo com caixa aberta);;;;2.96;2.545
Notebook Dell G15-i1000 10500h 16gb Gtx 1650 Cor Preto;;;;;4.999
Notebook Positivo Vision C14 Celeron 4gb 240gb Ssd 14 Linux;VIPH;;;;1.599
Notebook Dell Latitude 3490 I5 8gb 256gb Ssd + Hd500gb Preto (Recondicionado);;;;;1.6
"Notebook Samsung Galaxy Book2 Intel Core I5-1235U, 8GB, 256GB, Windows 11 Home, 15,6"", Grafite (Novo com caixa aberta)";;;;;2.799
Macbook Air de 13 polegadas chip M4 SSD de 256 GB - branco estrelado, branco estelar;;4.0;1;;7.9
Notebook Gamer Dell G15-i1300-m75p 15.6  Fhd 13ª Geração Int Preto;Dell;4.8;13;;8.969
Notebook Dell Inspiron I14-i150u-m90 14 Fhd+ Intel® Core 7 - 32GB RAM - 512SSD Windows;;4.8;5;7.099;6.105
Notebook Positivo Vaio I3 4gb 128gb Ssd 14;;;;5.556;4.778
Notebook Lenovo P52 I7 8ª Ger 32gb Ssd 256gb + Hd 1tb Nvidia Preto (Recondicionado);;5.0;2;;3.122
Macbookpro Late2013 I5 2.6 Ghz 8gb 500gb Ssd Impecável Prateado;;;;;2.999
Notebook Dell Inspiron 3530 Core I7 13th 16gb 1tb Ssd Cor Prateado;Mercado Vendeu;;;;6.066
Notebook 3003 Concórdia N4020 4gb Ssd 128gb 14,1  W11h C3003 Preto;Concordia Informatica;4.4;45;;1.653
Notebook Itautec W7645, Win 10 Com Detalhes, Leia O Anuncio! Prateado;;;;;250.0
Notebook 3003 Concórdia N4020 4gb Ssd 128gb 14,1  W11h C3003 Preto;Concordia Informatica;4.4;45;;1.653
Notebook Itautec W7645, Win 10 Com Detalhes, Leia O Anuncio! Prateado;;;;;250.0
Notebook Dell Latitude 3420 I7 1165g7 Ssd 480gb 16gb 14' Cor Cinza - Excelente (Recondicionado);Micro Livre;5.0;4;3.858;3.356
Macbook Pro 2012 Tela 13.3 Core I5, 16gb, Ssd-250gb Cinza;;;;;1.75
Notebook Dell Latitude 3490 - I7 8550u 8gb 500gb Preto;;;;;1.799
Acer Aspire Es 15, Intel Celeron, 4gb Ram, 500gb Hd Preto;;;;;700.0
Apple Macbook Pro A1706 2016 I5 8gb 256gb Ssd Touch Bar;;;;3.499;3.184
Notebook Lenovo E490 Intel Core I5 8ger 16gb 240gb Ssd;;;;;2.699
Notebook Sony Vaio Tela De 13 Pol. - Liga C/ Imagem Ler Tudo;;;;;159.0
Imperdível!!! Notebook Itautec Core I5 4gb Hd 500gb Win 10;;;;;799.0
Notebook Concórdia C5215 I7-1255u 8gb Ssd 256gb 15,6  W11h Preto;Concordia Informatica;;;;6.702
Notebook Dell Vostro 1510 Intel Core2 Duo E4300- Descriçao;;;;;180.0
Notebook Hp Core I5 11th 16gb Ram 256gb Ssd Windows 11 Pro Prateado (Recondicionado);;;;;2.499
Notebook Lenovo Ideapad I5 8ª 256ssd Mostruário;4Show;;;;2.899
Macbook Pro M4  14inch 24gb Ram 512ssd Novo Lacrado Preto-espacial;;;;;16.479
Notebook Dell Latitude 5450 14 Ultra 5 125u 16gb 512gb Ssd cor preta;;;;;6.12
